GPU available: True, used: True
TPU available: False, using: 0 TPU cores
LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]
Set SLURM handle signals.
  | Name        | Type             | Params
-------------------------------------------------
0 | model       | CNN_OShaugnessy  | 1 M   
1 | loss_module | CrossEntropyLoss | 0     
Validation sanity check: 0it [00:00, ?it/s]
Validation sanity check:  50%|█████     | 1/2 [00:00<00:00,  3.60it/s]
Epoch 3:  45%|████▍     | 259/578 [00:02<00:03, 88.68it/s, loss=0.163, v_num=7359009]
Epoch 3:  45%|████▍     | 260/578 [00:02<00:03, 88.68it/s, loss=0.157, v_num=7359009]
Epoch 3:  45%|████▌     | 261/578 [00:02<00:03, 88.69it/s, loss=0.158, v_num=7359009]
Epoch 3:  45%|████▌     | 262/578 [00:02<00:03, 88.69it/s, loss=0.161, v_num=7359009]
Epoch 3:  46%|████▌     | 263/578 [00:02<00:03, 88.70it/s, loss=0.165, v_num=7359009]
Epoch 3:  46%|████▌     | 264/578 [00:02<00:03, 88.70it/s, loss=0.164, v_num=7359009]
Epoch 3:  46%|████▌     | 265/578 [00:02<00:03, 88.70it/s, loss=0.162, v_num=7359009]
Epoch 3:  46%|████▌     | 266/578 [00:02<00:03, 88.70it/s, loss=0.169, v_num=7359009]
Epoch 3:  46%|████▌     | 267/578 [00:03<00:03, 88.69it/s, loss=0.172, v_num=7359009]
Epoch 3:  46%|████▋     | 268/578 [00:03<00:03, 88.68it/s, loss=0.171, v_num=7359009]
Epoch 3:  47%|████▋     | 269/578 [00:03<00:03, 88.66it/s, loss=0.160, v_num=7359009]
Epoch 3:  47%|████▋     | 270/578 [00:03<00:03, 88.65it/s, loss=0.160, v_num=7359009]
Epoch 3:  47%|████▋     | 270/578 [00:03<00:03, 88.64it/s, loss=0.158, v_num=7359009]
Epoch 3:  47%|████▋     | 271/578 [00:03<00:03, 88.64it/s, loss=0.160, v_num=7359009]
Epoch 3:  47%|████▋     | 272/578 [00:03<00:03, 88.64it/s, loss=0.158, v_num=7359009]
Epoch 3:  47%|████▋     | 273/578 [00:03<00:03, 88.65it/s, loss=0.158, v_num=7359009]
Epoch 3:  47%|████▋     | 274/578 [00:03<00:03, 88.65it/s, loss=0.161, v_num=7359009]
Epoch 3:  48%|████▊     | 275/578 [00:03<00:03, 88.65it/s, loss=0.163, v_num=7359009]
Epoch 3:  48%|████▊     | 276/578 [00:03<00:03, 88.66it/s, loss=0.162, v_num=7359009]
Epoch 3:  48%|████▊     | 277/578 [00:03<00:03, 88.66it/s, loss=0.153, v_num=7359009]
Epoch 3:  48%|████▊     | 278/578 [00:03<00:03, 88.67it/s, loss=0.155, v_num=7359009]
Epoch 3:  48%|████▊     | 279/578 [00:03<00:03, 88.67it/s, loss=0.157, v_num=7359009]
Epoch 3:  48%|████▊     | 280/578 [00:03<00:03, 88.67it/s, loss=0.157, v_num=7359009]
Epoch 3:  49%|████▊     | 281/578 [00:03<00:03, 88.67it/s, loss=0.158, v_num=7359009]
Epoch 3:  49%|████▉     | 282/578 [00:03<00:03, 88.68it/s, loss=0.152, v_num=7359009]
Epoch 3:  49%|████▉     | 283/578 [00:03<00:03, 88.68it/s, loss=0.152, v_num=7359009]
Epoch 3:  49%|████▉     | 284/578 [00:03<00:03, 88.65it/s, loss=0.153, v_num=7359009]
Epoch 3:  49%|████▉     | 285/578 [00:03<00:03, 88.65it/s, loss=0.153, v_num=7359009]
Epoch 3:  49%|████▉     | 285/578 [00:03<00:03, 88.64it/s, loss=0.159, v_num=7359009]
Epoch 3:  49%|████▉     | 286/578 [00:03<00:03, 88.65it/s, loss=0.150, v_num=7359009]
Epoch 3:  50%|████▉     | 287/578 [00:03<00:03, 88.65it/s, loss=0.141, v_num=7359009]
Epoch 3:  50%|████▉     | 288/578 [00:03<00:03, 88.65it/s, loss=0.140, v_num=7359009]
Epoch 3:  50%|█████     | 289/578 [00:03<00:03, 88.82it/s, loss=0.145, v_num=7359009]

Validating: 0it [00:00, ?it/s][A
Epoch 3:  52%|█████▏    | 300/578 [00:03<00:03, 89.93it/s, loss=0.145, v_num=7359009]

Validating:   5%|▍         | 14/289 [00:00<00:02, 136.52it/s][A
Epoch 3:  54%|█████▍    | 315/578 [00:03<00:02, 91.40it/s, loss=0.145, v_num=7359009]

Validating:  10%|▉         | 28/289 [00:00<00:01, 136.07it/s][A
Epoch 3:  57%|█████▋    | 330/578 [00:03<00:02, 92.85it/s, loss=0.145, v_num=7359009]

Validating:  15%|█▍        | 42/289 [00:00<00:01, 136.99it/s][A

Validating:  19%|█▉        | 56/289 [00:00<00:01, 137.73it/s][A
Epoch 3:  60%|█████▉    | 345/578 [00:03<00:02, 94.20it/s, loss=0.145, v_num=7359009]

Validating:  24%|██▍       | 70/289 [00:00<00:01, 138.13it/s][A
Epoch 3:  62%|██████▏   | 360/578 [00:03<00:02, 95.49it/s, loss=0.145, v_num=7359009]

Validating:  29%|██▉       | 84/289 [00:00<00:01, 138.46it/s][A
Epoch 3:  65%|██████▍   | 375/578 [00:03<00:02, 96.70it/s, loss=0.145, v_num=7359009]

Validating:  34%|███▍      | 98/289 [00:00<00:01, 138.71it/s][A
Epoch 3:  67%|██████▋   | 390/578 [00:03<00:01, 97.85it/s, loss=0.145, v_num=7359009]

Validating:  39%|███▉      | 112/289 [00:00<00:01, 138.83it/s][A
Epoch 3:  70%|███████   | 405/578 [00:04<00:01, 98.94it/s, loss=0.145, v_num=7359009]

Validating:  44%|████▎     | 126/289 [00:00<00:01, 138.91it/s][A
Epoch 3:  73%|███████▎  | 420/578 [00:04<00:01, 99.97it/s, loss=0.145, v_num=7359009]

Validating:  48%|████▊     | 140/289 [00:01<00:01, 139.08it/s][A
Epoch 3:  75%|███████▌  | 435/578 [00:04<00:01, 100.96it/s, loss=0.145, v_num=7359009]

Validating:  53%|█████▎    | 154/289 [00:01<00:00, 138.66it/s][A
Epoch 3:  78%|███████▊  | 450/578 [00:04<00:01, 101.87it/s, loss=0.145, v_num=7359009]

Validating:  58%|█████▊    | 168/289 [00:01<00:00, 138.90it/s][A
Epoch 3:  80%|████████  | 465/578 [00:04<00:01, 102.77it/s, loss=0.145, v_num=7359009]

Validating:  63%|██████▎   | 182/289 [00:01<00:00, 139.07it/s][A
Epoch 3:  83%|████████▎ | 480/578 [00:04<00:00, 103.62it/s, loss=0.145, v_num=7359009]

Validating:  68%|██████▊   | 196/289 [00:01<00:00, 139.16it/s][A
Epoch 3:  86%|████████▌ | 495/578 [00:04<00:00, 104.43it/s, loss=0.145, v_num=7359009]

Validating:  73%|███████▎  | 210/289 [00:01<00:00, 139.25it/s][A
Epoch 3:  88%|████████▊ | 510/578 [00:04<00:00, 105.18it/s, loss=0.145, v_num=7359009]

Validating:  78%|███████▊  | 224/289 [00:01<00:00, 138.82it/s][A
Epoch 3:  91%|█████████ | 525/578 [00:04<00:00, 105.92it/s, loss=0.145, v_num=7359009]

Validating:  82%|████████▏ | 238/289 [00:01<00:00, 138.73it/s][A
Epoch 3:  93%|█████████▎| 540/578 [00:05<00:00, 106.60it/s, loss=0.145, v_num=7359009]

Validating:  87%|████████▋ | 252/289 [00:01<00:00, 138.44it/s][A

Validating:  92%|█████████▏| 266/289 [00:01<00:00, 138.81it/s][A
Epoch 3:  96%|█████████▌| 555/578 [00:05<00:00, 107.28it/s, loss=0.145, v_num=7359009]

Validating:  97%|█████████▋| 280/289 [00:02<00:00, 139.04it/s][A
Epoch 3:  99%|█████████▊| 570/578 [00:05<00:00, 107.93it/s, loss=0.145, v_num=7359009]
Epoch 3: 100%|██████████| 578/578 [00:05<00:00, 107.75it/s, loss=0.145, v_num=7359009]

                                                              [A
Epoch 3:   0%|          | 0/578 [00:00<?, ?it/s, loss=0.145, v_num=7359009]           
Epoch 4:   0%|          | 0/578 [00:00<?, ?it/s, loss=0.145, v_num=7359009]
Epoch 4:   0%|          | 1/578 [00:00<00:11, 51.64it/s, loss=0.143, v_num=7359009]
Epoch 4:   0%|          | 2/578 [00:00<00:08, 65.24it/s, loss=0.141, v_num=7359009]
Epoch 4:   1%|          | 3/578 [00:00<00:08, 71.72it/s, loss=0.148, v_num=7359009]
Epoch 4:   1%|          | 4/578 [00:00<00:07, 75.57it/s, loss=0.147, v_num=7359009]
Epoch 4:   1%|          | 5/578 [00:00<00:07, 78.02it/s, loss=0.145, v_num=7359009]
Epoch 4:   1%|          | 6/578 [00:00<00:07, 79.77it/s, loss=0.148, v_num=7359009]
Epoch 4:   1%|          | 7/578 [00:00<00:07, 81.04it/s, loss=0.146, v_num=7359009]
Epoch 4:   1%|▏         | 8/578 [00:00<00:06, 82.07it/s, loss=0.143, v_num=7359009]
Epoch 4:   2%|▏         | 9/578 [00:00<00:06, 82.89it/s, loss=0.141, v_num=7359009]
Epoch 4:   2%|▏         | 10/578 [00:00<00:06, 83.51it/s, loss=0.144, v_num=7359009]
Epoch 4:   2%|▏         | 11/578 [00:00<00:06, 84.01it/s, loss=0.152, v_num=7359009]
Epoch 4:   2%|▏         | 12/578 [00:00<00:06, 84.47it/s, loss=0.151, v_num=7359009]
Epoch 4:   2%|▏         | 13/578 [00:00<00:06, 84.88it/s, loss=0.152, v_num=7359009]
Epoch 4:   2%|▏         | 14/578 [00:00<00:06, 85.21it/s, loss=0.148, v_num=7359009]
Epoch 4:   3%|▎         | 15/578 [00:00<00:06, 85.55it/s, loss=0.148, v_num=7359009]
Epoch 4:   3%|▎         | 15/578 [00:00<00:06, 85.39it/s, loss=0.147, v_num=7359009]
Epoch 4:   3%|▎         | 16/578 [00:00<00:06, 85.68it/s, loss=0.142, v_num=7359009]
Epoch 4:   3%|▎         | 17/578 [00:00<00:06, 85.92it/s, loss=0.142, v_num=7359009]
Epoch 4:   3%|▎         | 18/578 [00:00<00:06, 86.13it/s, loss=0.144, v_num=7359009]
Epoch 4:   3%|▎         | 19/578 [00:00<00:06, 86.32it/s, loss=0.147, v_num=7359009]
Epoch 4:   3%|▎         | 20/578 [00:00<00:06, 86.49it/s, loss=0.146, v_num=7359009]
Epoch 4:   4%|▎         | 21/578 [00:00<00:06, 86.63it/s, loss=0.142, v_num=7359009]
Epoch 4:   4%|▍         | 22/578 [00:00<00:06, 86.76it/s, loss=0.142, v_num=7359009]
Epoch 4:   4%|▍         | 23/578 [00:00<00:06, 86.90it/s, loss=0.139, v_num=7359009]
Epoch 4:   4%|▍         | 24/578 [00:00<00:06, 87.03it/s, loss=0.146, v_num=7359009]
Epoch 4:   4%|▍         | 25/578 [00:00<00:06, 87.12it/s, loss=0.151, v_num=7359009]
Epoch 4:   4%|▍         | 26/578 [00:00<00:06, 87.23it/s, loss=0.154, v_num=7359009]
Epoch 4:   5%|▍         | 27/578 [00:00<00:06, 87.33it/s, loss=0.163, v_num=7359009]
Epoch 4:   5%|▍         | 28/578 [00:00<00:06, 87.41it/s, loss=0.169, v_num=7359009]
Epoch 4:   5%|▌         | 29/578 [00:00<00:06, 87.50it/s, loss=0.172, v_num=7359009]
Epoch 4:   5%|▌         | 30/578 [00:00<00:06, 87.58it/s, loss=0.172, v_num=7359009]
Epoch 4:   5%|▌         | 30/578 [00:00<00:06, 87.50it/s, loss=0.172, v_num=7359009]
Epoch 4:   5%|▌         | 31/578 [00:00<00:06, 87.57it/s, loss=0.168, v_num=7359009]
Epoch 4:   6%|▌         | 32/578 [00:00<00:06, 87.63it/s, loss=0.168, v_num=7359009]
Epoch 4:   6%|▌         | 33/578 [00:00<00:06, 87.70it/s, loss=0.174, v_num=7359009]
Epoch 4:   6%|▌         | 34/578 [00:00<00:06, 87.77it/s, loss=0.174, v_num=7359009]
Epoch 4:   6%|▌         | 35/578 [00:00<00:06, 87.83it/s, loss=0.175, v_num=7359009]
Epoch 4:   6%|▌         | 36/578 [00:00<00:06, 87.89it/s, loss=0.175, v_num=7359009]
Epoch 4:   6%|▋         | 37/578 [00:00<00:06, 87.94it/s, loss=0.176, v_num=7359009]
Epoch 4:   7%|▋         | 38/578 [00:00<00:06, 88.00it/s, loss=0.176, v_num=7359009]
Epoch 4:   7%|▋         | 39/578 [00:00<00:06, 87.99it/s, loss=0.186, v_num=7359009]
Epoch 4:   7%|▋         | 40/578 [00:00<00:06, 88.04it/s, loss=0.183, v_num=7359009]
Epoch 4:   7%|▋         | 41/578 [00:00<00:06, 88.08it/s, loss=0.183, v_num=7359009]
Epoch 4:   7%|▋         | 42/578 [00:00<00:06, 88.13it/s, loss=0.191, v_num=7359009]
Epoch 4:   7%|▋         | 43/578 [00:00<00:06, 88.17it/s, loss=0.185, v_num=7359009]
Epoch 4:   8%|▊         | 44/578 [00:00<00:06, 88.21it/s, loss=0.180, v_num=7359009]
Epoch 4:   8%|▊         | 45/578 [00:00<00:06, 88.03it/s, loss=0.180, v_num=7359009]
Epoch 4:   8%|▊         | 45/578 [00:00<00:06, 87.98it/s, loss=0.173, v_num=7359009]
Epoch 4:   8%|▊         | 46/578 [00:00<00:06, 88.03it/s, loss=0.171, v_num=7359009]
Epoch 4:   8%|▊         | 47/578 [00:00<00:06, 88.06it/s, loss=0.163, v_num=7359009]
Epoch 4:   8%|▊         | 48/578 [00:00<00:06, 88.10it/s, loss=0.164, v_num=7359009]
Epoch 4:   8%|▊         | 49/578 [00:00<00:06, 88.13it/s, loss=0.165, v_num=7359009]
Epoch 4:   9%|▊         | 50/578 [00:00<00:05, 88.17it/s, loss=0.163, v_num=7359009]
Epoch 4:   9%|▉         | 51/578 [00:00<00:05, 88.20it/s, loss=0.159, v_num=7359009]
Epoch 4:   9%|▉         | 52/578 [00:00<00:05, 88.23it/s, loss=0.164, v_num=7359009]
Epoch 4:   9%|▉         | 53/578 [00:00<00:05, 88.26it/s, loss=0.157, v_num=7359009]
Epoch 4:   9%|▉         | 54/578 [00:00<00:05, 88.29it/s, loss=0.154, v_num=7359009]
Epoch 4:  10%|▉         | 55/578 [00:00<00:05, 88.31it/s, loss=0.157, v_num=7359009]
Epoch 4:  10%|▉         | 56/578 [00:00<00:05, 88.35it/s, loss=0.160, v_num=7359009]
Epoch 4:  10%|▉         | 57/578 [00:00<00:05, 88.37it/s, loss=0.157, v_num=7359009]
Epoch 4:  10%|█         | 58/578 [00:00<00:05, 88.39it/s, loss=0.157, v_num=7359009]
Epoch 4:  10%|█         | 59/578 [00:00<00:05, 88.42it/s, loss=0.145, v_num=7359009]
Epoch 4:  10%|█         | 60/578 [00:00<00:05, 88.45it/s, loss=0.145, v_num=7359009]
Epoch 4:  10%|█         | 60/578 [00:00<00:05, 88.41it/s, loss=0.143, v_num=7359009]
Epoch 4:  11%|█         | 61/578 [00:00<00:05, 88.43it/s, loss=0.143, v_num=7359009]
Epoch 4:  11%|█         | 62/578 [00:00<00:05, 88.45it/s, loss=0.139, v_num=7359009]
Epoch 4:  11%|█         | 63/578 [00:00<00:05, 88.47it/s, loss=0.140, v_num=7359009]
Epoch 4:  11%|█         | 64/578 [00:00<00:05, 88.49it/s, loss=0.139, v_num=7359009]
Epoch 4:  11%|█         | 65/578 [00:00<00:05, 88.51it/s, loss=0.144, v_num=7359009]
Epoch 4:  11%|█▏        | 66/578 [00:00<00:05, 88.52it/s, loss=0.141, v_num=7359009]
Epoch 4:  12%|█▏        | 67/578 [00:00<00:05, 88.54it/s, loss=0.138, v_num=7359009]
Epoch 4:  12%|█▏        | 68/578 [00:00<00:05, 88.56it/s, loss=0.136, v_num=7359009]
Epoch 4:  12%|█▏        | 69/578 [00:00<00:05, 88.57it/s, loss=0.135, v_num=7359009]
Epoch 4:  12%|█▏        | 70/578 [00:00<00:05, 88.60it/s, loss=0.134, v_num=7359009]
Epoch 4:  12%|█▏        | 71/578 [00:00<00:05, 88.62it/s, loss=0.131, v_num=7359009]
Epoch 4:  12%|█▏        | 72/578 [00:00<00:05, 88.63it/s, loss=0.127, v_num=7359009]
Epoch 4:  13%|█▎        | 73/578 [00:00<00:05, 88.65it/s, loss=0.130, v_num=7359009]
Epoch 4:  13%|█▎        | 74/578 [00:00<00:05, 88.67it/s, loss=0.133, v_num=7359009]
Epoch 4:  13%|█▎        | 75/578 [00:00<00:05, 88.69it/s, loss=0.133, v_num=7359009]
Epoch 4:  13%|█▎        | 75/578 [00:00<00:05, 88.66it/s, loss=0.127, v_num=7359009]
Epoch 4:  13%|█▎        | 76/578 [00:00<00:05, 88.67it/s, loss=0.123, v_num=7359009]
Epoch 4:  13%|█▎        | 77/578 [00:00<00:05, 86.61it/s, loss=0.133, v_num=7359009]
Epoch 4:  13%|█▎        | 78/578 [00:00<00:05, 86.65it/s, loss=0.133, v_num=7359009]
Epoch 4:  14%|█▎        | 79/578 [00:00<00:05, 86.56it/s, loss=0.136, v_num=7359009]
Epoch 4:  14%|█▍        | 80/578 [00:00<00:05, 86.60it/s, loss=0.145, v_num=7359009]
Epoch 4:  14%|█▍        | 81/578 [00:00<00:05, 86.59it/s, loss=0.149, v_num=7359009]
Epoch 4:  14%|█▍        | 82/578 [00:00<00:05, 86.58it/s, loss=0.146, v_num=7359009]
Epoch 4:  14%|█▍        | 83/578 [00:00<00:05, 86.58it/s, loss=0.149, v_num=7359009]
Epoch 4:  15%|█▍        | 84/578 [00:00<00:05, 86.57it/s, loss=0.148, v_num=7359009]
Epoch 4:  15%|█▍        | 85/578 [00:00<00:05, 86.56it/s, loss=0.147, v_num=7359009]
Epoch 4:  15%|█▍        | 86/578 [00:00<00:05, 86.60it/s, loss=0.145, v_num=7359009]
Epoch 4:  15%|█▌        | 87/578 [00:01<00:05, 86.63it/s, loss=0.146, v_num=7359009]
Epoch 4:  15%|█▌        | 88/578 [00:01<00:05, 86.67it/s, loss=0.147, v_num=7359009]
Epoch 4:  15%|█▌        | 89/578 [00:01<00:05, 86.70it/s, loss=0.147, v_num=7359009]
Epoch 4:  16%|█▌        | 90/578 [00:01<00:05, 86.74it/s, loss=0.147, v_num=7359009]
Epoch 4:  16%|█▌        | 90/578 [00:01<00:05, 86.71it/s, loss=0.144, v_num=7359009]
Epoch 4:  16%|█▌        | 91/578 [00:01<00:05, 86.75it/s, loss=0.146, v_num=7359009]
Epoch 4:  16%|█▌        | 92/578 [00:01<00:05, 86.78it/s, loss=0.146, v_num=7359009]
Epoch 4:  16%|█▌        | 93/578 [00:01<00:05, 86.82it/s, loss=0.145, v_num=7359009]
Epoch 4:  16%|█▋        | 94/578 [00:01<00:05, 86.85it/s, loss=0.149, v_num=7359009]
Epoch 4:  16%|█▋        | 95/578 [00:01<00:05, 86.78it/s, loss=0.150, v_num=7359009]
Epoch 4:  17%|█▋        | 96/578 [00:01<00:05, 86.81it/s, loss=0.154, v_num=7359009]
Epoch 4:  17%|█▋        | 97/578 [00:01<00:05, 86.83it/s, loss=0.149, v_num=7359009]
Epoch 4:  17%|█▋        | 98/578 [00:01<00:05, 86.85it/s, loss=0.155, v_num=7359009]
Epoch 4:  17%|█▋        | 99/578 [00:01<00:05, 86.88it/s, loss=0.150, v_num=7359009]
Epoch 4:  17%|█▋        | 100/578 [00:01<00:05, 86.91it/s, loss=0.144, v_num=7359009]
Epoch 4:  17%|█▋        | 101/578 [00:01<00:05, 86.94it/s, loss=0.140, v_num=7359009]
Epoch 4:  18%|█▊        | 102/578 [00:01<00:05, 86.97it/s, loss=0.150, v_num=7359009]
Epoch 4:  18%|█▊        | 103/578 [00:01<00:05, 87.00it/s, loss=0.146, v_num=7359009]
Epoch 4:  18%|█▊        | 104/578 [00:01<00:05, 87.02it/s, loss=0.147, v_num=7359009]
Epoch 4:  18%|█▊        | 105/578 [00:01<00:05, 87.05it/s, loss=0.147, v_num=7359009]
Epoch 4:  18%|█▊        | 105/578 [00:01<00:05, 87.03it/s, loss=0.145, v_num=7359009]
Epoch 4:  18%|█▊        | 106/578 [00:01<00:05, 87.06it/s, loss=0.147, v_num=7359009]
Epoch 4:  19%|█▊        | 107/578 [00:01<00:05, 87.08it/s, loss=0.149, v_num=7359009]
Epoch 4:  19%|█▊        | 108/578 [00:01<00:05, 87.10it/s, loss=0.147, v_num=7359009]
Epoch 4:  19%|█▉        | 109/578 [00:01<00:05, 87.12it/s, loss=0.143, v_num=7359009]
Epoch 4:  19%|█▉        | 110/578 [00:01<00:05, 87.15it/s, loss=0.145, v_num=7359009]
Epoch 4:  19%|█▉        | 111/578 [00:01<00:05, 87.17it/s, loss=0.146, v_num=7359009]
Epoch 4:  19%|█▉        | 112/578 [00:01<00:05, 87.19it/s, loss=0.148, v_num=7359009]
Epoch 4:  20%|█▉        | 113/578 [00:01<00:05, 87.21it/s, loss=0.148, v_num=7359009]
Epoch 4:  20%|█▉        | 114/578 [00:01<00:05, 87.23it/s, loss=0.144, v_num=7359009]
Epoch 4:  20%|█▉        | 115/578 [00:01<00:05, 87.26it/s, loss=0.142, v_num=7359009]
Epoch 4:  20%|██        | 116/578 [00:01<00:05, 87.28it/s, loss=0.137, v_num=7359009]
Epoch 4:  20%|██        | 117/578 [00:01<00:05, 87.30it/s, loss=0.133, v_num=7359009]
Epoch 4:  20%|██        | 118/578 [00:01<00:05, 87.31it/s, loss=0.133, v_num=7359009]
Epoch 4:  21%|██        | 119/578 [00:01<00:05, 87.31it/s, loss=0.136, v_num=7359009]
Epoch 4:  21%|██        | 120/578 [00:01<00:05, 87.34it/s, loss=0.136, v_num=7359009]
Epoch 4:  21%|██        | 120/578 [00:01<00:05, 87.32it/s, loss=0.143, v_num=7359009]
Epoch 4:  21%|██        | 121/578 [00:01<00:05, 87.34it/s, loss=0.149, v_num=7359009]
Epoch 4:  21%|██        | 122/578 [00:01<00:05, 87.36it/s, loss=0.137, v_num=7359009]
Epoch 4:  21%|██▏       | 123/578 [00:01<00:05, 87.38it/s, loss=0.138, v_num=7359009]
Epoch 4:  21%|██▏       | 124/578 [00:01<00:05, 87.40it/s, loss=0.139, v_num=7359009]
Epoch 4:  22%|██▏       | 125/578 [00:01<00:05, 87.41it/s, loss=0.141, v_num=7359009]
Epoch 4:  22%|██▏       | 126/578 [00:01<00:05, 87.43it/s, loss=0.146, v_num=7359009]
Epoch 4:  22%|██▏       | 127/578 [00:01<00:05, 87.45it/s, loss=0.149, v_num=7359009]
Epoch 4:  22%|██▏       | 128/578 [00:01<00:05, 87.47it/s, loss=0.149, v_num=7359009]
Epoch 4:  22%|██▏       | 129/578 [00:01<00:05, 87.48it/s, loss=0.160, v_num=7359009]
Epoch 4:  22%|██▏       | 130/578 [00:01<00:05, 87.50it/s, loss=0.159, v_num=7359009]
Epoch 4:  23%|██▎       | 131/578 [00:01<00:05, 87.49it/s, loss=0.161, v_num=7359009]
Epoch 4:  23%|██▎       | 132/578 [00:01<00:05, 87.48it/s, loss=0.162, v_num=7359009]
Epoch 4:  23%|██▎       | 133/578 [00:01<00:05, 87.45it/s, loss=0.156, v_num=7359009]
Epoch 4:  23%|██▎       | 134/578 [00:01<00:05, 87.43it/s, loss=0.158, v_num=7359009]
Epoch 4:  23%|██▎       | 135/578 [00:01<00:05, 87.43it/s, loss=0.158, v_num=7359009]
Epoch 4:  23%|██▎       | 135/578 [00:01<00:05, 87.41it/s, loss=0.163, v_num=7359009]
Epoch 4:  24%|██▎       | 136/578 [00:01<00:05, 87.42it/s, loss=0.171, v_num=7359009]
Epoch 4:  24%|██▎       | 137/578 [00:01<00:05, 87.44it/s, loss=0.178, v_num=7359009]
Epoch 4:  24%|██▍       | 138/578 [00:01<00:05, 87.46it/s, loss=0.173, v_num=7359009]
Epoch 4:  24%|██▍       | 139/578 [00:01<00:05, 87.47it/s, loss=0.171, v_num=7359009]
Epoch 4:  24%|██▍       | 140/578 [00:01<00:05, 87.48it/s, loss=0.161, v_num=7359009]
Epoch 4:  24%|██▍       | 141/578 [00:01<00:04, 87.50it/s, loss=0.157, v_num=7359009]
Epoch 4:  25%|██▍       | 142/578 [00:01<00:04, 87.52it/s, loss=0.162, v_num=7359009]
Epoch 4:  25%|██▍       | 143/578 [00:01<00:04, 87.54it/s, loss=0.161, v_num=7359009]
Epoch 4:  25%|██▍       | 144/578 [00:01<00:04, 87.55it/s, loss=0.160, v_num=7359009]
Epoch 4:  25%|██▌       | 145/578 [00:01<00:04, 87.50it/s, loss=0.156, v_num=7359009]
Epoch 4:  25%|██▌       | 146/578 [00:01<00:04, 87.51it/s, loss=0.150, v_num=7359009]
Epoch 4:  25%|██▌       | 147/578 [00:01<00:04, 87.53it/s, loss=0.148, v_num=7359009]
Epoch 4:  26%|██▌       | 148/578 [00:01<00:04, 87.54it/s, loss=0.148, v_num=7359009]
Epoch 4:  26%|██▌       | 149/578 [00:01<00:04, 87.56it/s, loss=0.139, v_num=7359009]
Epoch 4:  26%|██▌       | 150/578 [00:01<00:04, 87.58it/s, loss=0.139, v_num=7359009]
Epoch 4:  26%|██▌       | 150/578 [00:01<00:04, 87.56it/s, loss=0.144, v_num=7359009]
Epoch 4:  26%|██▌       | 151/578 [00:01<00:04, 87.58it/s, loss=0.139, v_num=7359009]
Epoch 4:  26%|██▋       | 152/578 [00:01<00:04, 87.59it/s, loss=0.138, v_num=7359009]
Epoch 4:  26%|██▋       | 153/578 [00:01<00:04, 87.61it/s, loss=0.139, v_num=7359009]
Epoch 4:  27%|██▋       | 154/578 [00:01<00:04, 87.62it/s, loss=0.133, v_num=7359009]
Epoch 4:  27%|██▋       | 155/578 [00:01<00:04, 87.64it/s, loss=0.132, v_num=7359009]
Epoch 4:  27%|██▋       | 156/578 [00:01<00:04, 87.65it/s, loss=0.121, v_num=7359009]
Epoch 4:  27%|██▋       | 157/578 [00:01<00:04, 87.67it/s, loss=0.118, v_num=7359009]
Epoch 4:  27%|██▋       | 158/578 [00:01<00:04, 87.68it/s, loss=0.116, v_num=7359009]
Epoch 4:  28%|██▊       | 159/578 [00:01<00:04, 87.69it/s, loss=0.123, v_num=7359009]
Epoch 4:  28%|██▊       | 160/578 [00:01<00:04, 87.70it/s, loss=0.125, v_num=7359009]
Epoch 4:  28%|██▊       | 161/578 [00:01<00:04, 87.71it/s, loss=0.121, v_num=7359009]
Epoch 4:  28%|██▊       | 162/578 [00:01<00:04, 87.72it/s, loss=0.117, v_num=7359009]
Epoch 4:  28%|██▊       | 163/578 [00:01<00:04, 87.73it/s, loss=0.119, v_num=7359009]
Epoch 4:  28%|██▊       | 164/578 [00:01<00:04, 87.75it/s, loss=0.122, v_num=7359009]
Epoch 4:  29%|██▊       | 165/578 [00:01<00:04, 87.76it/s, loss=0.122, v_num=7359009]
Epoch 4:  29%|██▊       | 165/578 [00:01<00:04, 87.75it/s, loss=0.124, v_num=7359009]
Epoch 4:  29%|██▊       | 166/578 [00:01<00:04, 87.76it/s, loss=0.126, v_num=7359009]
Epoch 4:  29%|██▉       | 167/578 [00:01<00:04, 87.77it/s, loss=0.136, v_num=7359009]
Epoch 4:  29%|██▉       | 168/578 [00:01<00:04, 87.72it/s, loss=0.136, v_num=7359009]
Epoch 4:  29%|██▉       | 169/578 [00:01<00:04, 87.74it/s, loss=0.137, v_num=7359009]
Epoch 4:  29%|██▉       | 170/578 [00:01<00:04, 87.75it/s, loss=0.133, v_num=7359009]
Epoch 4:  30%|██▉       | 171/578 [00:01<00:04, 87.76it/s, loss=0.132, v_num=7359009]
Epoch 4:  30%|██▉       | 172/578 [00:01<00:04, 87.77it/s, loss=0.133, v_num=7359009]
Epoch 4:  30%|██▉       | 173/578 [00:01<00:04, 87.78it/s, loss=0.133, v_num=7359009]
Epoch 4:  30%|███       | 174/578 [00:01<00:04, 87.79it/s, loss=0.135, v_num=7359009]
Epoch 4:  30%|███       | 175/578 [00:01<00:04, 87.80it/s, loss=0.133, v_num=7359009]
Epoch 4:  30%|███       | 176/578 [00:02<00:04, 87.81it/s, loss=0.138, v_num=7359009]
Epoch 4:  31%|███       | 177/578 [00:02<00:04, 87.82it/s, loss=0.140, v_num=7359009]
